Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Shree Nakoda Dham Bhojnalaya,North Indian,3.9,150.0,1.3,"Bombay Bazaar, Indore","Satisfying Portions, Brewed Beer, Trendy Setting","North Indian Satisfying Portions, Brewed Beer, Trendy Setting"
Chick N Serve,"Lebanese, North Indian, Kebab, Chinese, Mughlai, Biryani",3.7,500.0,4.7,"Vijay Nagar, Indore","Peaceful Ambience, Weekend Brunch, Efficient Service","Lebanese, North Indian, Kebab, Chinese, Mughlai, Biryani Peaceful Ambience, Weekend Brunch, Efficient Service"
H & D Nonveg Restaurant,"North Indian, Mughlai",3.2,250.0,7.2,"Vijay Nagar, Indore","Hospitality, Peaceful Ambience, Memorable Experience","North Indian, Mughlai Hospitality, Peaceful Ambience, Memorable Experience"
Cake & Art Bakery Shop,"Bakery, Desserts",3.9,125.0,8.2,"Vijay Nagar, Indore","Seasonal Menu, Warm Atmosphere, Courteous Staff","Bakery, Desserts Seasonal Menu, Warm Atmosphere, Courteous Staff"
Cheezah,"Chinese, Pizza, Sandwich, Burger, Momos, Fast Food, Street Food",3.9,150.0,8.3,"Vijay Nagar, Indore","Brewed Beer, Innovative Dishes, Good Bartenders","Chinese, Pizza, Sandwich, Burger, Momos, Fast Food, Street Food Brewed Beer, Innovative Dishes, Good Bartenders"
Curry Cafe,"North Indian, Chinese, Fast Food, Salad, Desserts, Beverages",3.9,400.0,2.4,"Rajshahi Palace, South Tukoganj, Indore","Variety of Beer, Consistent Quality, Delicious Food","North Indian, Chinese, Fast Food, Salad, Desserts, Beverages Variety of Beer, Consistent Quality, Delicious Food"
Baba Kulfi House,"Desserts, Ice Cream, North Indian, South Indian, Sandwich, Fast Food, Mithai, Beverages",3.8,150.0,11.6,"Rau, Indore","Friendly Staff, Sophisticated, Extensive Mocktail Menu","Desserts, Ice Cream, North Indian, South Indian, Sandwich, Fast Food, Mithai, Beverages Friendly Staff, Sophisticated, Extensive Mocktail Menu"
Chaudhary Ka Dhaba,"North Indian, Chinese, Mughlai, Street Food, Fast Food, Ice Cream, Desserts, Beverages",3.0,200.0,7.2,"Vijay Nagar, Indore","Great for Dates, Cozy Ambiance, Sustainable Practices","North Indian, Chinese, Mughlai, Street Food, Fast Food, Ice Cream, Desserts, Beverages Great for Dates, Cozy Ambiance, Sustainable Practices"
Indian Coffee House,"South Indian, North Indian, Chinese, Beverages",3.9,200.0,5.5,"BCM Heights, Vijay Nagar, Indore","Vintage Decor, Customizable Dishes, Creative Cuisine","South Indian, North Indian, Chinese, Beverages Vintage Decor, Customizable Dishes, Creative Cuisine"
Family Adda,"Chinese, South Indian, Beverages, Pasta, Street Food, Sichuan",4.3,175.0,4.1,"Old Palasia, Indore","Main Course, Perfect Place, Exquisite Taste","Chinese, South Indian, Beverages, Pasta, Street Food, Sichuan Main Course, Perfect Place, Exquisite Taste"
Domac Cafe & Pizza,Pizza,3.9,100.0,5.1,"Vijay Nagar, Indore","Exquisite Taste, Extensive Mocktail Menu, Diverse Menu","Pizza Exquisite Taste, Extensive Mocktail Menu, Diverse Menu"
Sagar Gaire,"South Indian, North Indian, Pasta, Sandwich, Pizza, Fast Food, Chinese, Beverages",3.8,200.0,2.7,"56 Dukan, New Palasia, Indore","Exquisite Taste, Cafe, Good Bartenders","South Indian, North Indian, Pasta, Sandwich, Pizza, Fast Food, Chinese, Beverages Exquisite Taste, Cafe, Good Bartenders"
Swarna's Kitchen,North Indian,3.9,150.0,3.7,"Old Palasia, Indore","Live Sports Screening, Authentic Flavors, Comfortable Seating","North Indian Live Sports Screening, Authentic Flavors, Comfortable Seating"
Shyam Sandwich & Shanky's Café,"Sandwich, Fast Food, Beverages",3.9,150.0,2.0,"YN Road, Indore","Exquisite Taste, Cozy Ambiance, Consistent Quality","Sandwich, Fast Food, Beverages Exquisite Taste, Cozy Ambiance, Consistent Quality"
Destiny Cafe,"Cafe, Coffee, Shake, Beverages, Sandwich, Fast Food, North Indian, Chinese",3.9,300.0,3.9,"Press Complex, Indore","Breakfast, Weekend Brunch, Sustainable Practices","Cafe, Coffee, Shake, Beverages, Sandwich, Fast Food, North Indian, Chinese Breakfast, Weekend Brunch, Sustainable Practices"
Nanaksar Dhaba,"North Indian, Chinese, Fast Food, Street Food, Beverages",3.9,150.0,2.9,"Geeta Bhavan, Indore","Weekend Brunch, Friendly Staff, Cafe","North Indian, Chinese, Fast Food, Street Food, Beverages Weekend Brunch, Friendly Staff, Cafe"
Mr. Singh's,"North Indian, Mughlai, Chinese, Rolls, Biryani",3.7,400.0,5.5,"Vijay Nagar, Indore","Peaceful Ambience, Memorable Experience, Exquisite Taste","North Indian, Mughlai, Chinese, Rolls, Biryani Peaceful Ambience, Memorable Experience, Exquisite Taste"
Salt and Pepper - Hotel Amar Vilas,"North Indian, Mughlai, Chinese, Oriental, Continental, Seafood, Desserts, Beverages",4.0,650.0,4.1,"Hotel Amar Vilas, Press Complex, Indore","Sustainable Practices, Flavorful Creations, Efficient Service","North Indian, Mughlai, Chinese, Oriental, Continental, Seafood, Desserts, Beverages Sustainable Practices, Flavorful Creations, Efficient Service"
Cakes N Craft,"Bakery, Desserts, Fast Food",2.8,250.0,5.6,"Rajendra Nagar, Indore","Weekend Brunch, Attentive Service, Vintage Decor","Bakery, Desserts, Fast Food Weekend Brunch, Attentive Service, Vintage Decor"
The Cozmo Kitchen,"North Indian, Chinese, Sandwich, Italian, Rolls, Fast Food, Desserts, Beverages",3.9,500.0,6.7,"By Pass Road (North), Indore","Exquisite Taste, Peaceful Ambience, Local Sourcing","North Indian, Chinese, Sandwich, Italian, Rolls, Fast Food, Desserts, Beverages Exquisite Taste, Peaceful Ambience, Local Sourcing"
Hotel Kanchan,"North Indian, Mughlai, Kebab, Chinese, Sichuan, Continental, Desserts, Beverages",4.3,600.0,2.2,"South Tukoganj, Indore","Cafe, Seasonal Menu, Peaceful Ambience","North Indian, Mughlai, Kebab, Chinese, Sichuan, Continental, Desserts, Beverages Cafe, Seasonal Menu, Peaceful Ambience"
Layers By Janvi,Bakery,3.8,175.0,2.2,"YN Road, Indore","Good Music, Perfect Place, Sophisticated","Bakery Good Music, Perfect Place, Sophisticated"
Ice Flames Cafe,"Pizza, Sandwich, Burger, Pasta, Street Food, Coffee, Shake, Beverages",3.9,175.0,6.1,"Rajendra Nagar, Indore","Good Music, Cozy Ambiance, Brewed Beer","Pizza, Sandwich, Burger, Pasta, Street Food, Coffee, Shake, Beverages Good Music, Cozy Ambiance, Brewed Beer"
Mr Saboodana,"North Indian, Street Food, Beverages",3.6,100.0,5.1,"Vijay Nagar, Indore","Comfortable Seating, Fresh Ingredients, Weekend Brunch","North Indian, Street Food, Beverages Comfortable Seating, Fresh Ingredients, Weekend Brunch"
Aieroc Resto Cafe,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages",4.2,550.0,6.3,"By Pass Road (North), Indore","Diverse Menu, Friendly Staff, Good Music","Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages Diverse Menu, Friendly Staff, Good Music"
Cakes 365,"Bakery, Fast Food, Street Food, Shake, Coffee",3.4,150.0,3.7,"Old Palasia, Indore","Warm Atmosphere, Sustainable Practices, Breakfast","Bakery, Fast Food, Street Food, Shake, Coffee Warm Atmosphere, Sustainable Practices, Breakfast"
The Grilled Trip,"Sandwich, Fast Food, Continental",3.9,225.0,4.8,"Vijay Nagar, Indore","Warm Atmosphere, Cafe, Fresh Ingredients","Sandwich, Fast Food, Continental Warm Atmosphere, Cafe, Fresh Ingredients"
21 Baker Street,"Pizza, Sandwich, Burger, Fast Food, Beverages",3.8,100.0,5.0,"Geeta Bhavan, Indore","Comfortable Seating, Attentive Service, Great Service","Pizza, Sandwich, Burger, Fast Food, Beverages Comfortable Seating, Attentive Service, Great Service"
Veg Bites,"Cafe, North Indian, Chinese, Pizza, Pasta, Fast Food, Momos, Beverages",2.7,250.0,5.2,"Vijay Nagar, Indore","Sophisticated, Live Sports Screening, Peaceful Ambience","Cafe, North Indian, Chinese, Pizza, Pasta, Fast Food, Momos, Beverages Sophisticated, Live Sports Screening, Peaceful Ambience"
Zuby's Fast 'N' Foodious,"Fast Food, Burger, Sandwich, Beverages",4.5,200.0,2.9,"Bhawar Kuan, Indore","Trendy Setting, Exquisite Taste, Diverse Menu","Fast Food, Burger, Sandwich, Beverages Trendy Setting, Exquisite Taste, Diverse Menu"
Raju Bhai Ka Dhaba - Mansha Foods,North Indian,4.6,150.0,3.6,"Bhawar Kuan, Indore","Memorable Experience, Clean Environment, Brewed Beer","North Indian Memorable Experience, Clean Environment, Brewed Beer"
Shreeleela Bhojnalaya,"North Indian, Chinese, Desserts",3.4,150.0,1.8,"Sarwate Bus Stand, Indore","Breakfast, Weekend Brunch, Main Course","North Indian, Chinese, Desserts Breakfast, Weekend Brunch, Main Course"
7 Trillion,"North Indian, Fast Food, Continental, Desserts, Beverages",3.9,500.0,7.7,"By Pass Road (North), Indore","Sophisticated, Brewed Beer, Breakfast","North Indian, Fast Food, Continental, Desserts, Beverages Sophisticated, Brewed Beer, Breakfast"
Hummus & Chips,"Arabian, Wraps, Fast Food, Salad",3.9,175.0,2.7,"New Palasia, Indore","Seasonal Menu, Friendly Staff, Hospitality","Arabian, Wraps, Fast Food, Salad Seasonal Menu, Friendly Staff, Hospitality"
Nazaara - Papaya Tree Hotel,"North Indian, Italian, Continental, Chinese, Oriental, Bar Food, Desserts, Beverages",4.3,800.0,12.1,"Papaya Tree Hotel, Indore","Perfect Place, Comfortable Seating, Extensive Mocktail Menu","North Indian, Italian, Continental, Chinese, Oriental, Bar Food, Desserts, Beverages Perfect Place, Comfortable Seating, Extensive Mocktail Menu"
IDC Idliwali,South Indian,3.0,75.0,20.9,"Mhow, Indore","Attentive Service, Ambience, Courteous Staff","South Indian Attentive Service, Ambience, Courteous Staff"
Murari Dhaba,North Indian,3.2,125.0,7.7,"Rajendra Nagar, Indore","Customizable Dishes, Exquisite Taste, Good Music","North Indian Customizable Dishes, Exquisite Taste, Good Music"
Tealogy,"Tea, Coffee, Shake, Beverages, Sandwich, Pizza, Fast Food, Street Food",3.5,100.0,3.1,"Sapna Sangeeta, Indore","Memorable Experience, Comfortable Seating, Customizable Dishes","Tea, Coffee, Shake, Beverages, Sandwich, Pizza, Fast Food, Street Food Memorable Experience, Comfortable Seating, Customizable Dishes"
King's Cafe & Restaurant,North Indian,3.8,125.0,2.2,"Malharganj, Indore","Creative Cuisine, Young Crowd, Good Bartenders","North Indian Creative Cuisine, Young Crowd, Good Bartenders"
7th Cloud Restaurant,"North Indian, Mughlai, Chinese, Fast Food, Biryani, Desserts, Beverages",4.2,600.0,7.3,"Rajendra Nagar, Indore","Main Course, Seasonal Menu, Breakfast","North Indian, Mughlai, Chinese, Fast Food, Biryani, Desserts, Beverages Main Course, Seasonal Menu, Breakfast"
Gola Sizzlers,"Cafe, Coffee, North Indian, Pizza, Pasta, Salad, Shake, Beverages",3.9,750.0,8.3,"By Pass Road (North), Indore","Friendly Staff, Young Crowd, Inviting Decor","Cafe, Coffee, North Indian, Pizza, Pasta, Salad, Shake, Beverages Friendly Staff, Young Crowd, Inviting Decor"
Gordhan Thal,"North Indian, Fast Food, Street Food, Beverages",3.9,350.0,4.4,"C21 Mall, Vijay Nagar, Indore","Breakfast, Hospitable Staff, Exquisite Taste","North Indian, Fast Food, Street Food, Beverages Breakfast, Hospitable Staff, Exquisite Taste"
Drunk The Tea Cafe,"Fast Food, Sandwich, Sichuan, Shake, Beverages",3.5,125.0,4.8,"Vijay Nagar, Indore","Good Music, Attentive Service, Memorable Experience","Fast Food, Sandwich, Sichuan, Shake, Beverages Good Music, Attentive Service, Memorable Experience"
Nautica - The Red Maple,"North Indian, Mughlai, Chinese, Continental, Fast Food, Biryani, Desserts, Beverages",2.7,650.0,13.0,"The Red Maple Mashal, Rau, Indore","Staff, Live Sports Screening, Vintage Decor","North Indian, Mughlai, Chinese, Continental, Fast Food, Biryani, Desserts, Beverages Staff, Live Sports Screening, Vintage Decor"
The Blue Roof,"Pizza, Burger, Pasta, Fast Food, Momos, Chinese, Street Food, Beverages",3.3,200.0,3.5,"HIG-LIG, Indore","Extensive Mocktail Menu, Young Crowd, Good Music","Pizza, Burger, Pasta, Fast Food, Momos, Chinese, Street Food, Beverages Extensive Mocktail Menu, Young Crowd, Good Music"
Nothing Before Coffee,"Cafe, Coffee, Beverages, Street Food, Desserts",4.1,250.0,2.7,"New Palasia, Indore","Good Bartenders, Seasonal Menu, Friendly Staff","Cafe, Coffee, Beverages, Street Food, Desserts Good Bartenders, Seasonal Menu, Friendly Staff"
Al Arabi Falafel,Arabian,4.7,100.0,3.5,"Old Palasia, Indore","Ambience, Extensive Mocktail Menu, Hospitality","Arabian Ambience, Extensive Mocktail Menu, Hospitality"
Minshul Restaurant,"Fast Food, North Indian, Sandwich, Biryani, Beverages",3.9,200.0,5.0,"Mangal City Mall, Vijay Nagar, Indore","Hospitality, Hospitable Staff, Customizable Dishes","Fast Food, North Indian, Sandwich, Biryani, Beverages Hospitality, Hospitable Staff, Customizable Dishes"
Neelkanth Thali,North Indian,2.6,225.0,5.5,"Vijay Nagar, Indore","Diverse Menu, Exquisite Taste, Cafe","North Indian Diverse Menu, Exquisite Taste, Cafe"
Splash Bar & Grill,"North Indian, Mughlai, Italian, Salad, Pasta, Desserts, Beverages",3.7,1500.0,5.1,"By Pass Road (North), Indore","Live Sports Screening, Local Sourcing, Hospitable Staff","North Indian, Mughlai, Italian, Salad, Pasta, Desserts, Beverages Live Sports Screening, Local Sourcing, Hospitable Staff"
Lighthouse - The Club,"North Indian, Mughlai, Kebab, Seafood, Chinese, Oriental, Bar Food, Beverages",4.0,750.0,4.4,"Vijay Nagar, Indore","Live Sports Screening, Flavorful Creations, Seasonal Menu","North Indian, Mughlai, Kebab, Seafood, Chinese, Oriental, Bar Food, Beverages Live Sports Screening, Flavorful Creations, Seasonal Menu"
Shree Radhe Radhe Bhojnaliya,"North Indian, Kebab, Biryani",3.5,225.0,5.2,"Khajrana, Indore","Local Sourcing, Clean Environment, Ambiance","North Indian, Kebab, Biryani Local Sourcing, Clean Environment, Ambiance"
Daily Dose Cafe,"Sandwich, Pizza, Burger, Fast Food, Street Food, Shake, Coffee, Beverages",3.3,150.0,2.4,"Manik Bagh Road, Indore","Satisfying Portions, Quantity, Innovative Dishes","Sandwich, Pizza, Burger, Fast Food, Street Food, Shake, Coffee, Beverages Satisfying Portions, Quantity, Innovative Dishes"
Millets N More,"North Indian, Chinese, Pizza, Sandwich",3.9,500.0,8.0,"By Pass Road (South), Indore","Extensive Mocktail Menu, Warm Atmosphere, Courteous Staff","North Indian, Chinese, Pizza, Sandwich Extensive Mocktail Menu, Warm Atmosphere, Courteous Staff"
MBA Pizza,"Pizza, Pasta, Sandwich, Burger, Fast Food, Chinese, Street Food",2.8,175.0,4.7,"Vijay Nagar, Indore","Young Crowd, Attentive Service, Great Service","Pizza, Pasta, Sandwich, Burger, Fast Food, Chinese, Street Food Young Crowd, Attentive Service, Great Service"
Ice Balls & Slice Square,"Pizza, Pasta, Sandwich, Fast Food",3.5,150.0,5.2,"Vijay Nagar, Indore","Perfect Place, Comfortable Seating, Creative Cuisine","Pizza, Pasta, Sandwich, Fast Food Perfect Place, Comfortable Seating, Creative Cuisine"
Vijay Chaat House,"Street Food, Mithai, Beverages",4.6,100.0,2.8,"New Palasia, Indore","Local Sourcing, Well-priced Options, Cafe","Street Food, Mithai, Beverages Local Sourcing, Well-priced Options, Cafe"
The Pizza Wheel,Pizza,3.1,125.0,2.8,"Sapna Sangeeta, Indore","Diverse Menu, Exquisite Taste, Brewed Beer","Pizza Diverse Menu, Exquisite Taste, Brewed Beer"
The Burger Company,"Burger, Pizza, Fast Food",3.9,175.0,5.0,"Vijay Nagar, Indore","Extensive Mocktail Menu, Exquisite Taste, Great Service","Burger, Pizza, Fast Food Extensive Mocktail Menu, Exquisite Taste, Great Service"
India Junction,"North Indian, Chinese, Fast Food, Shake",3.3,400.0,2.8,"South Tukoganj, Indore","Courteous Staff, Impeccable Presentation, Friendly Staff","North Indian, Chinese, Fast Food, Shake Courteous Staff, Impeccable Presentation, Friendly Staff"
Dal Bati Surma,Rajasthani,3.9,300.0,2.8,"New Palasia, Indore","Sophisticated, Great for Dates, Cafe","Rajasthani Sophisticated, Great for Dates, Cafe"
Goverdhan - Restaurant and Rooftop Cafe,"North Indian, Chinese, Desserts",3.9,350.0,3.9,"Annapurna Road, Indore","Memorable Experience, Exquisite Taste, Attentive Service","North Indian, Chinese, Desserts Memorable Experience, Exquisite Taste, Attentive Service"
Mamaji Namkeen and Sweets,"Mithai, Street Food",3.0,100.0,2.7,"Chhavani, Indore","Customizable Dishes, Vintage Decor, Efficient Service","Mithai, Street Food Customizable Dishes, Vintage Decor, Efficient Service"
City Gymkhana Club,"North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Bar Food",4.3,600.0,2.4,"Sapna Sangeeta, Indore","Well-priced Options, Main Course, Clean Environment","North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Bar Food Well-priced Options, Main Course, Clean Environment"
Suffa Restaurant,"North Indian, Chinese, Kebab",3.1,250.0,1.6,"Sarwate Bus Stand, Indore","Extensive Mocktail Menu, Weekend Brunch, Cafe","North Indian, Chinese, Kebab Extensive Mocktail Menu, Weekend Brunch, Cafe"
Bake Affaire,"Cafe, Chinese, Fast Food, Street Food, Beverages",4.3,275.0,2.1,"YN Road, Indore","Breakfast, Courteous Staff, Cozy Ambiance","Cafe, Chinese, Fast Food, Street Food, Beverages Breakfast, Courteous Staff, Cozy Ambiance"
JMB,"Mithai, North Indian, Chinese, Fast Food, Street Food",4.1,150.0,1.9,"Manik Bagh Road, Indore","Exquisite Taste, Great for Dates, Sophisticated","Mithai, North Indian, Chinese, Fast Food, Street Food Exquisite Taste, Great for Dates, Sophisticated"
Bamboo Tree,"North Indian, Mughlai, Chinese, South Indian, Biryani, Fast Food, Beverages",2.9,500.0,7.2,"Vijay Nagar, Indore","Diverse Menu, Good Bartenders, Live Sports Screening","North Indian, Mughlai, Chinese, South Indian, Biryani, Fast Food, Beverages Diverse Menu, Good Bartenders, Live Sports Screening"
99 Pancakes,"Pancake, Desserts, Bakery, Cafe, Beverages, Finger Food",4.2,175.0,3.9,"Old Palasia, Indore","Friendly Staff, Warm Atmosphere, Vintage Decor","Pancake, Desserts, Bakery, Cafe, Beverages, Finger Food Friendly Staff, Warm Atmosphere, Vintage Decor"
Kolkata Roll - 56 Dukaan,"Chinese, Rolls, Fast Food, Sichuan",3.8,150.0,2.8,"56 Dukan, New Palasia, Indore","Flavorful Creations, Cafe, Ambiance","Chinese, Rolls, Fast Food, Sichuan Flavorful Creations, Cafe, Ambiance"
Malt - Sheraton Grand Palace,"Bar Food, Salad, North Indian, Continental, Beverages",3.9,1000.0,9.7,"Sheraton Grand Palace, Indore","Warm Atmosphere, Delicious Food, Good Bartenders","Bar Food, Salad, North Indian, Continental, Beverages Warm Atmosphere, Delicious Food, Good Bartenders"
Curry & Hurry,"North Indian, Mughlai, Biryani, Chinese, Street Food, Beverages",3.9,350.0,5.1,"Vijay Nagar, Indore","Live Sports Screening, Fresh Ingredients, Young Crowd","North Indian, Mughlai, Biryani, Chinese, Street Food, Beverages Live Sports Screening, Fresh Ingredients, Young Crowd"
